,MeetID,Name,Sex,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat4Kg,BestSquatKg,Bench4Kg,BestBenchKg,Deadlift4Kg,BestDeadliftKg,TotalKg,Place,Wilks
1365,24,John Prepula,M,Wraps,,DT-S33/39,89.18,90,,220.0,,155.0,,217.5,592.5,1,380.03
1366,24,David Rak,M,Wraps,,DT-Open,85.82,90,,195.0,,115.0,,242.5,552.5,1,361.77
1367,24,Cameron Leslie,M,Wraps,,DT-Open,89.36,90,,165.0,,117.5,,215.0,497.5,2,318.76
1368,24,Kevin Curl,M,Wraps,,Open-J20/23,95.53,100,,230.0,,142.5,,267.5,640.0,1,397.1
1369,24,Paul Alan Riggs,M,Wraps,,DT-S33/39,97.89,100,,172.5,,155.0,,190.0,517.5,1,317.71
1370,24,Chris Duffin,M,Wraps,,Open-Open,99.97,100,,400.0,,215.0,,320.0,935.0,1,569.1
1371,24,Anthony Carillo,M,Wraps,,DT-Open,95.8,100,,197.5,,117.5,,230.0,545.0,1,337.73
1372,24,Michael Turner,M,Wraps,,DT-Open,91.08,100,,177.5,,110.0,,187.5,475.0,2,301.43
1373,24,Howard Olsen,M,Wraps,,Open-M50/54,106.87,110,,155.0,,162.5,,230.0,547.5,1,325.19
1374,24,Thomas McCloskey,M,Wraps,,DT-M50/54,104.6,110,,125.0,,82.5,,175.0,382.5,1,228.87
1375,24,Neil Bailey,M,Wraps,,Open-S33/39,104.69,110,,200.0,,145.0,,227.5,572.5,1,342.46
1376,24,Brian Chausmer,M,Wraps,,Open-Open,106.78,110,,207.5,,145.0,,272.5,625.0,1,371.33
1377,24,Skyler Gloor,M,Wraps,,DT-Open,100.61,110,,200.0,,120.0,,235.0,555.0,1,336.95
1378,24,John Schoenheit,M,Wraps,,DT-Open,105.23,110,,187.5,,122.5,,235.0,545.0,2,325.42
1379,24,Obrian Daly,M,Wraps,,DT-Open,107.5,110,,175.0,,120.0,,210.0,505.0,3,299.36
1380,24,Daniel Randall,M,Wraps,,DT-Open,104.24,110,,185.0,,92.5,,217.5,495.0,4,296.55
1381,24,Derek Dominguez,M,Wraps,,DT-J20/23,124.74,125,,227.5,,135.0,,245.0,607.5,1,346.33
1382,24,Bryan Davenport,M,Wraps,,DT-M40/44,122.65,125,,235.0,,,,252.5,,DQ,
1383,24,Ben Turner,M,Wraps,,DT-S33/39,111.13,125,,160.0,,,,172.5,,DQ,
1384,24,Jason Payne,M,Wraps,,Open-Open,124.1,125,,337.5,,205.0,,350.0,892.5,1,509.34
1385,24,Bob Moyer,M,Wraps,,DT-Open,123.1,125,,277.5,,167.5,,320.0,765.0,1,437.32
1386,24,Trever Merchant,M,Wraps,,Open-Open,135.81,140,,317.5,,210.0,,300.0,827.5,1,464.58
1387,24,Travis Schafer,M,Multi-ply,,Open-Open,89.36,90,,295.0,,192.5,,275.0,762.5,1,488.56
1388,24,Terrance Skidgel,M,Raw,,DT-T16/17,73.66,75,,,,82.5,,167.5,250.0,1,180.42
1389,24,Sam Spurgeon,M,Raw,,DT-T16/17,80.47,82.5,,,,65.0,,155.0,220.0,1,149.64
1390,24,Peyton Bell,M,Raw,,Open-T13/15,54.88,56,,,,97.5,,,97.5,1,90.55
1391,24,Dustin Corwin,M,Raw,,DT-S33/39,66.13,67.5,,,,137.5,,,137.5,1,107.79
1392,24,Domingo Sanchez,M,Raw,,DT-S33/39,73.94,75,,,,132.5,,,132.5,1,95.36
1393,24,Eric Lumpkin,M,Raw,,DT-M50/54,74.66,75,,,,142.5,,,142.5,1,101.86
1394,24,Christopher Casterline,M,Raw,,DT-J20/23,87.36,90,,,,170.0,,,170.0,1,110.23
1395,24,Michael Thomas,M,Raw,,DT-M45/49,89.81,90,,,,145.0,,,145.0,1,92.67
1396,24,Alex Boettcher,M,Raw,,DT-Open,98.61,100,,,,135.0,,,135.0,1,82.63
1397,24,Rocky Moses,M,Raw,,DT-T18/19,93.35,100,,,,137.5,,,137.5,1,86.22
1398,24,John Lloyd,M,Raw,,Open-M45/49,187.42,140+,,,,227.5,,,227.5,1,121.69
1399,24,Nick Hernandez,M,Multi-ply,,Open-J20/23,95.53,100,,,,,,277.5,277.5,1,172.18
1400,25,Judith Willis,F,Wraps,,DT - Open,48.17,52,,80.0,,42.5,,115.0,237.5,1,313.73
1401,25,Jessica Gale,F,Wraps,,DT - Open,54.79,56,,82.5,,70.0,,110.0,262.5,1,314.19
1402,25,Genyssa McCauley,F,Wraps,,DT - J20/23,52.89,56,,95.0,,62.5,,107.5,265.0,1,326.04
1403,25,Persida Mayyer,F,Wraps,,DT - T18/19,59.87,60,,120.0,,70.0,,142.5,332.5,1,371.32
1404,25,Jennifer Hathaway,F,Wraps,,DT - Open,58.42,60,,82.5,,47.5,,120.0,250.0,2,284.57
1405,25,Marya Tracer,F,Wraps,,DT - Open,58.6,60,-122.5,115.0,-75.0,72.5,,160.0,347.5,1,394.6
1406,25,Amanda Lucier,F,Wraps,,DT - S33/39,65.86,67.5,,82.5,,45.0,,112.5,240.0,1,249.36
1407,25,Gretchen Vietmeier,F,Wraps,,DT - Open,67.13,67.5,,122.5,,62.5,,137.5,322.5,2,330.45
1408,25,Shawna Salmonson,F,Wraps,,DT - Open,66.68,67.5,,115.0,-82.5,77.5,,162.5,355.0,1,365.53
1409,25,Cindy Shockman,F,Wraps,,M45/49,72.94,75,,140.0,115.0,112.5,,182.5,435.0,1,420.96
1410,25,Kennedy Courtney,F,Wraps,,DT - J20/23,74.84,75,,110.0,,75.0,,142.5,327.5,1,311.75
1411,25,Zorahgail Balino,F,Wraps,,DT - S33/39,73.12,75,,137.5,,80.0,,165.0,382.5,1,369.56
1412,25,Cindy Shockman,F,Wraps,,Open,72.94,75,,140.0,115.0,112.5,,182.5,435.0,1,420.96
1413,25,Cheryl Ritchie,F,Wraps,,DT - M40/44,79.65,82.5,,102.5,,75.0,,137.5,315.0,1,288.93
1414,25,Amy Vandenburgh,F,Wraps,,DT - Open,80.74,82.5,,127.5,,60.0,,150.0,337.5,1,307.25
1415,25,Kirsten Shockman,F,Wraps,,DT - J20/23,88.09,90,,160.0,,75.0,,172.5,407.5,1,355.35
1416,25,Elaine May,F,Wraps,,DT - M50/54,97.34,90+,,82.5,,57.5,,125.0,265.0,2,222.47
1417,25,Sheri Mura,F,Wraps,,DT - M50/54,106.23,90+,,115.0,,55.0,,137.5,307.5,1,251.97
1418,25,Cheryl Shriver,F,Raw,,DT - M60/64,81.1,82.5,,,,30.0,,77.5,107.5,1,97.63
1419,25,Jakob Bunnell,M,Wraps,,DT - T18/19,73.21,75,,157.5,,87.5,,195.0,440.0,1,318.94
1420,25,John Sawyer,M,Wraps,,M45/49,73.66,75,,120.0,,85.0,,150.0,355.0,1,256.19
1421,25,Jordan Johnson,M,Wraps,,DT - T16/17,63.87,67.5,,117.5,,80.0,,150.0,347.5,1,280.46
1422,25,Skyler Yoshino,M,Wraps,,DT - T13/15,71.85,75,,122.5,,75.0,,145.0,342.5,1,251.68
1423,25,Anthony Stratton,M,Wraps,,Open,81.65,82.5,,160.0,,137.5,,182.5,480.0,1,323.57
1424,25,Austin Kittelson,M,Wraps,,DT - Open,80.92,82.5,,137.5,,85.0,,157.5,380.0,3,257.58
1425,25,John Myers,M,Wraps,,DT - Open,78.83,82.5,,162.5,,112.5,,197.5,472.5,2,325.62
1426,25,Cameron Martinot,M,Wraps,,DT - Open,80.1,82.5,,162.5,,127.5,,215.0,505.0,1,344.49
1427,25,Jason Manahane,M,Wraps,,DT - J20/23,80.74,82.5,,205.0,,130.0,,205.0,540.0,1,366.54
1428,25,Adam Blechman,M,Wraps,,DT - Open,86.36,90,,172.5,,117.5,,217.5,507.5,3,331.15
1429,25,Conor Ames,M,Wraps,,DT - Open,89.36,90,,235.0,,152.5,,260.0,647.5,2,414.87
1430,25,Jacob McBride,M,Wraps,,DT - Open,87.91,90,,165.0,,122.5,,212.5,500.0,1,323.13
1431,25,Teddy Callow,M,Wraps,,DT - J20/23,86.55,90,,232.5,,152.5,,240.0,625.0,1,407.33
1432,25,Michael Frederick,M,Wraps,,DT - T18/19,97.98,100,,262.5,,175.0,,287.5,725.0,1,444.93
1433,25,Justin Archibald,M,Wraps,,DT - J20/23,98.52,100,,227.5,,170.0,,247.5,645.0,1,394.93
1434,25,Lane Shockman,M,Wraps,,DT - Open,94.08,100,,200.0,,137.5,,212.5,550.0,4,343.64
1435,25,Bob McCabe,M,Wraps,,DT - Open,97.52,100,,205.0,,117.5,,295.0,617.5,3,379.72
1436,25,Ruben Monroe,M,Wraps,,DT - Open,99.52,100,,205.0,,152.5,,267.5,625.0,2,381.1
1437,25,Alex Maske,M,Wraps,,DT - Open,99.7,100,,255.0,,145.0,,260.0,660.0,1,402.15
1438,25,Chris Duffin,M,Wraps,,Open,99.97,100,,395.0,,197.5,,,,DQ,
1439,25,Michael Bailey,M,Wraps,,DT - T16/17,102.24,110,,162.5,,112.5,,177.5,452.5,1,273.03
1440,25,Shawn Stern,M,Wraps,,DT - Open,101.6,110,,160.0,,105.0,,195.0,460.0,2,278.22
1441,25,Dan Randall,M,Wraps,,DT - Open,102.87,110,,192.5,,102.5,,227.5,522.5,1,314.54
1442,25,Andrew Snider,M,Wraps,,DT - M40/44,122.47,125,,227.5,,155.0,,242.5,625.0,1,357.69
1443,25,John Hare,M,Multi-ply,,DT - M50/54,88.9,90,,322.5,,217.5,,255.0,795.0,1,510.75
1444,25,Frank Winbigler,M,Multi-ply,,M40/44,86.82,90,,,,165.0,,,165.0,1,107.35
1445,25,Paul Hailey,M,Raw,,DT - M75+,81.65,82.5,,,,,130.0,127.5,127.5,1,85.95
1446,25,Tyler Stephens,M,Raw,,Open,89.36,90,,,,,,210.0,210.0,1,134.55
1447,26,Michele Sosnine,F,Wraps,,DT - Junior,47.54,48,,100.0,,57.5,,87.5,245.0,1,326.78
1448,26,Shayna Waldman,F,Wraps,,DT - Open,51.71,52,,82.5,,57.5,,100.0,240.0,1,300.49
1449,26,Elizabeth West,F,Wraps,,DT - Junior,55.97,56,,112.5,,55.0,,117.5,285.0,1,335.47
1450,26,Amy Osborn,F,Wraps,,DT - Open,54.88,56,,97.5,,52.5,,92.5,242.5,4,289.88
1451,26,Jessica Wilkins,F,Wraps,,DT - Open,54.98,56,,97.5,,47.5,,127.5,272.5,3,325.28
1452,26,Elizabeth West,F,Wraps,,DT - Open,55.97,56,,112.5,,55.0,,112.5,280.0,2,329.59
1453,26,Kaylie Klitzing,F,Wraps,,DT - Open,55.7,56,,120.0,,82.5,,142.5,345.0,1,407.64
1454,26,Grace Mammarella,F,Wraps,,DT - Junior,59.6,60,,75.0,,47.5,,82.5,205.0,1,229.74
1455,26,Chelyncia Schoonmaker,F,Wraps,,DT - M2 45-49,57.88,60,,85.0,,57.5,,90.0,232.5,1,266.58
1456,26,Jessica Gale,F,Wraps,,DT - Open,57.97,60,,87.5,,67.5,,,,DQ,
1457,26,Anna-Lisa Robbins,F,Wraps,,DT - Open,59.42,60,,92.5,,40.0,,107.5,240.0,3,269.6
1458,26,Amber Wilson,F,Wraps,,DT - Open,58.88,60,,90.0,,52.5,,112.5,255.0,2,288.49
1459,26,Sara Devlin,F,Wraps,,DT - Open,59.6,60,,125.0,,62.5,,162.5,350.0,1,392.24
1460,26,Nicole Hughson,F,Wraps,,DT - Submaster,58.6,60,,75.0,,40.0,,120.0,235.0,2,266.85
1461,26,Christy Scott,F,Wraps,,DT - Submaster,59.69,60,,87.5,,45.0,,117.5,250.0,1,279.84
1462,26,Johnna Erickson,F,Wraps,,DT - Junior,65.32,67.5,,127.5,,57.5,,130.0,315.0,1,329.27
1463,26,Tanya Neilsen,F,Wraps,,DT - M1 40-44,64.86,67.5,,85.0,,42.5,,122.5,250.0,1,262.7
1464,26,Susan Price,F,Wraps,,DT - M50/54,65.95,67.5,,110.0,,75.0,,150.0,335.0,1,347.71
1465,26,Darleen Tippie,F,Wraps,,DT - Open,66.41,67.5,,97.5,,67.5,,125.0,290.0,4,299.48
1466,26,Aileen Fajardo,F,Wraps,,DT - Open,61.05,67.5,,117.5,,52.5,,137.5,307.5,3,338.27
1467,26,Marya Tracer,F,Wraps,,DT - Open,64.95,67.5,,117.5,,75.0,,160.0,352.5,2,370.02
1468,26,Lea Natera,F,Wraps,,DT - Open,65.77,67.5,,137.5,,82.5,,172.5,392.5,1,408.21
1469,26,Megan Keele,F,Wraps,,NT - Open,67.31,67.5,,75.0,,52.5,,82.5,210.0,1,214.76
1470,26,Mara Bowman,F,Wraps,,DT - Submaster,66.41,67.5,,90.0,,55.0,,107.5,252.5,1,260.76
1471,26,Jennifer Rudakova,F,Wraps,,NT - Submaster,63.32,67.5,,102.5,,62.5,,115.0,280.0,1,299.56
1472,26,Krista Lawver,F,Wraps,,DT - Open,72.03,75,,102.5,,47.5,,127.5,277.5,2,270.78
1473,26,Nicole Butz,F,Wraps,,DT - Open,72.85,75,,110.0,,52.5,,155.0,317.5,1,307.5
1474,26,Erin Murray,F,Wraps,,NT - Open,74.84,75,,152.5,,102.5,,187.5,442.5,1,421.22
1475,26,Kyrianna Sorensen,F,Wraps,,DT - Junior,81.1,82.5,,137.5,,80.0,,172.5,390.0,1,354.19
1476,26,Leah Davis,F,Wraps,,NT - Open,81.92,82.5,,175.0,,82.5,,177.5,435.0,1,392.94
1477,26,Raegan Leong,F,Wraps,,DT - Junior,84.82,90,,130.0,,60.0,,130.0,320.0,1,283.99
1478,26,Alexis Goldstein,F,Wraps,,DT - Submaster,83.73,90,,137.5,,82.5,,172.5,392.5,1,350.57
1479,26,Elaine May,F,Wraps,,DT - M4 55-59,97.34,90+,,95.0,,57.5,,142.5,295.0,1,247.66
1480,26,Becky Hambright,F,Wraps,,DT - M6 65-69,93.89,90+,,90.0,,62.5,,145.0,297.5,1,252.86
1481,26,Erin Stanton,F,Wraps,,NT - Open,123.29,90+,,235.0,,107.5,,227.5,570.0,1,453.62
1482,26,Marie Balgamwalla,F,Wraps,,DT - Submaster,95.98,90+,,102.5,,52.5,,65.0,220.0,1,185.55
1483,26,Joselyn Terry,F,Wraps,,DT - Teen 18-19,91.72,90+,,105.0,,50.0,,120.0,275.0,1,235.81
1484,26,Stephanie Steeves,F,Wraps,,DT - Junior,67.5,67.5,,,,,,,,DQ,
1485,26,Shea Cummings,M,Wraps,,DT - Open,59.96,60,,160.0,,102.5,,217.5,480.0,1,409.63
1486,26,Alex Graybar,M,Wraps,,DT - J20/23,65.59,67.5,,145.0,,102.5,,160.0,407.5,2,321.62
1487,26,Victor Mammarella,M,Wraps,,DT - J20/23,67.22,67.5,,177.5,,140.0,,210.0,527.5,1,408.07
1488,26,Derek Yatsu,M,Wraps,,DT - M45/49,66.77,67.5,,132.5,,105.0,,155.0,392.5,1,305.29
1489,26,Joseph Mammarella,M,Wraps,,DT - Open,67.31,67.5,,145.0,,107.5,,160.0,412.5,3,318.76
1490,26,Brian Baragwanath,M,Wraps,,DT - Open,66.86,67.5,,135.0,,82.5,,215.0,432.5,2,336.03
1491,26,Hector Alcayde,M,Wraps,,DT - Open,67.22,67.5,,187.5,,105.0,,217.5,510.0,1,394.53
1492,26,Jimmy Tom,M,Wraps,,DT - J20/23,74.93,75,,172.5,,87.5,,192.5,452.5,1,322.64
1493,26,Chris Osborn,M,Wraps,,DT - Open,67.95,75,,,,,,,,DQ,
1494,26,Andrew Murakami,M,Wraps,,DT - Open,74.39,75,,167.5,,92.5,,167.5,427.5,3,306.37
1495,26,Barak Albedaiwi,M,Wraps,,DT - Open,73.84,75,,175.0,,110.0,,232.5,517.5,2,372.82
1496,26,Jorge Shelhamer,M,Wraps,,DT - Open,74.66,75,,207.5,,127.5,,255.0,590.0,1,421.75
1497,26,Domingo Torralba Sanchez,M,Wraps,,DT - S33/39,74.48,75,,170.0,,135.0,,167.5,472.5,1,338.33
1498,26,Jeremy Johnston,M,Wraps,,DT - J20/23,77.2,82.5,,167.5,,130.0,,220.0,517.5,1,361.56
1499,26,William Quick,M,Wraps,,DT - M50/54,79.65,82.5,,165.0,,120.0,,202.5,487.5,1,333.74
1500,26,Frank Roa Jr,M,Wraps,,DT - M55/59,79.38,82.5,,160.0,,130.0,,195.0,485.0,1,332.75
1501,26,Rob Schneider,M,Wraps,,DT - M65/69,82.5,82.5,,,,,,,,DQ,
1502,26,Sean Johnston,M,Wraps,,DT - Open,82.1,82.5,,140.0,,107.5,,207.5,455.0,8,305.7
1503,26,Andrew Helton,M,Wraps,,DT - Open,79.65,82.5,,137.5,,115.0,,210.0,462.5,7,316.63
1504,26,John Myers,M,Wraps,,DT - Open,81.1,82.5,,155.0,,112.5,,202.5,470.0,6,318.15
1505,26,Dustin Guzman,M,Wraps,,DT - Open,80.56,82.5,,157.5,,127.5,,195.0,480.0,5,326.27
1506,26,William Quick,M,Wraps,,DT - Open,79.65,82.5,,165.0,,120.0,,202.5,487.5,4,333.74
1507,26,Cameron Martinot,M,Wraps,,DT - Open,79.38,82.5,,177.5,,130.0,,220.0,527.5,3,361.91
1508,26,Pavel Babuska,M,Wraps,,DT - Open,82.37,82.5,,182.5,,130.0,,217.5,530.0,2,355.39
1509,26,Steven Coburn,M,Wraps,,DT - Open,81.74,82.5,,252.5,,147.5,,290.0,690.0,1,464.83
1510,26,Colby Fasoli,M,Wraps,,NT - J20/23,81.19,82.5,,217.5,,152.5,,255.0,625.0,1,422.78
1511,26,Colby Fasoli,M,Wraps,,NT - Open,81.19,82.5,,217.5,,152.5,,255.0,625.0,1,422.78
1512,26,Max Broburg,M,Wraps,,DT - J20/23,90.0,90,,,,,,,,DQ,
1513,26,Giovanni Galvez,M,Wraps,,DT - J20/23,89.72,90,,,,,,,,DQ,
1514,26,Spencer Baker,M,Wraps,,DT - J20/23,89.27,90,,185.0,,150.0,,207.5,542.5,3,347.78
1515,26,Chris Casterline,M,Wraps,,DT - J20/23,87.63,90,,200.0,,170.0,,200.0,570.0,2,368.99
1516,26,Teddy Callow,M,Wraps,,DT - J20/23,87.82,90,,260.0,,155.0,,267.5,682.5,1,441.31
1517,26,Brayden Wrightson,M,Wraps,,DT - Teen 18-19,89.9,90,,145.0,,85.0,,182.5,412.5,2,263.49
1518,26,Luke True,M,Wraps,,DT - Teen 18-19,88.45,90,,145.0,,125.0,,200.0,470.0,1,302.76
1519,26,Roger Sargent,M,Wraps,,DT - M60/64,89.45,90,,150.0,,92.5,,205.0,447.5,1,286.58
1520,26,Vincent Suetos,M,Wraps,,DT - M65/69,89.27,90,,142.5,,120.0,,197.5,460.0,1,294.89
1521,26,Nikhil Karulkar,M,Wraps,,DT - Open,87.63,90,,157.5,,105.0,,185.0,447.5,3,289.69
1522,26,Ricardo Huerta,M,Wraps,,DT - Open,86.73,90,,200.0,,102.5,,227.5,530.0,2,345.02
1523,26,Tanner Young,M,Wraps,,DT - Open,87.36,90,,190.0,,132.5,,217.5,540.0,1,350.15
1524,26,Matt Gaechter,M,Wraps,,DT - S33/39,89.54,90,,300.0,,180.0,,292.5,772.5,1,494.45
1525,26,Alexander Thompson,M,Wraps,,NT - J20/23,90.0,90,,,,,,,,DQ,
1526,26,Nate Boley,M,Wraps,,NT - Open,87.45,90,,202.5,,147.5,,260.0,610.0,2,395.32
1527,26,Amit Sapir,M,Raw,,NT - Open,87.91,90,,365.0,,167.5,,280.0,812.5,1,525.08
1528,26,Jacob Vickers,M,Wraps,,DT - Teen 13-15,92.08,100,,122.5,,67.5,,185.0,375.0,1,236.7
1529,26,Jacob Vickers,M,Wraps,,DT - Open,92.08,100,,122.5,,67.5,,185.0,375.0,5,236.7
1530,26,Evan Warnock,M,Wraps,,DT - J20/23,99.88,100,,170.0,,125.0,,212.5,507.5,4,309.01
1531,26,John Lee,M,Wraps,,DT - J20/23,96.62,100,,172.5,,110.0,,237.5,520.0,3,321.04
1532,26,Joshua LaFreniere,M,Wraps,,DT - J20/23,96.16,100,,252.5,,167.5,,272.5,692.5,2,428.43
1533,26,Daniel Fechner,M,Wraps,,DT - J20/23,99.61,100,,295.0,,147.5,,310.0,752.5,1,458.68
1534,26,Brian Cain,M,Wraps,,DT - Open,97.61,100,,192.5,,115.0,,220.0,527.5,4,324.25
1535,26,Adam Ludlow,M,Wraps,,DT - Open,99.25,100,,197.5,,125.0,,227.5,550.0,3,335.74
1536,26,Diego Verduzco,M,Wraps,,DT - Open,97.07,100,,205.0,,155.0,,250.0,610.0,2,375.85
1537,26,Justin Archibald,M,Wraps,,DT - Open,97.89,100,,222.5,,177.5,,257.5,657.5,1,403.67
1538,26,Eric Magee,M,Wraps,,NT - Open,98.97,100,,260.0,,182.5,,280.0,722.5,1,441.55
1539,26,Jeron Kerridge,M,Wraps,,DT - Open,109.04,110,,252.5,,140.0,,265.0,657.5,2,387.99
1540,26,Aaron Van Scoten,M,Wraps,,DT - Open,108.14,110,,237.5,,152.5,,272.5,662.5,1,391.97
1541,26,Rick Evanoff,M,Wraps,,NT - M50/54,107.5,110,,165.0,,120.0,,152.5,437.5,1,259.35
1542,26,Brandon Love,M,Wraps,,NT - Open,101.88,110,,282.5,,205.0,,295.0,782.5,1,472.77
1543,26,Brian Rimmer,M,Wraps,,NT - S33/39,105.6,110,,125.0,,110.0,,192.5,427.5,1,254.95
1544,26,Shad Beck,M,Wraps,,DT - M45/49,122.11,125,,205.0,,182.5,,187.5,575.0,1,329.28
1545,26,David Wear,M,Wraps,,DT - Open,116.03,125,,272.5,,195.0,,290.0,757.5,2,439.11
1546,26,Josh Spaeth,M,Wraps,,DT - Open,122.47,125,,367.5,,210.0,,330.0,907.5,1,519.36
1547,26,Kevin Wells,M,Wraps,,NT - M40/44,123.92,125,,305.0,,155.0,,230.0,690.0,1,393.9
1548,26,Larry Bush,M,Wraps,,NT - M45/49,118.84,125,,207.5,,152.5,,247.5,607.5,1,350.07
1549,26,Roberto Villalta,M,Wraps,,NT - J20/23,112.85,125,,337.5,,222.5,,295.0,855.0,1,499.38
1550,26,Kevin Wells,M,Wraps,,NT - Open,123.92,125,,305.0,,155.0,,230.0,690.0,3,393.9
1551,26,Sean Coetzee,M,Wraps,,NT - Open,124.19,125,,295.0,,190.0,,305.0,790.0,2,450.78
1552,26,Roberto Villalta,M,Wraps,,NT - Open,110.59,125,,337.5,,222.5,,295.0,855.0,1,502.34
1553,26,Neil Bailey,M,Wraps,,NT - S33/39,114.58,125,,237.5,,160.0,,247.5,645.0,1,375.15
1554,26,Shawn Doyle,M,Wraps,,NT - Open,139.71,140,,392.5,,250.0,,402.5,1045.0,1,584.13
1555,26,Cole Mason Smith,M,Wraps,,DT - Teen 13-15,134.99,140,,267.5,,150.0,,250.0,667.5,1,375.12
1556,26,Kyle Young,M,Multi-ply,,DT - Open,73.84,75,,255.0,,145.0,,257.5,657.5,1,473.68
1557,26,Keelan Schule,M,Multi-ply,,DT - Open,89.9,90,,195.0,,205.0,,260.0,660.0,1,421.58
1558,26,Dave Chun,M,Raw,,DT - M55/59,65.77,67.5,,,,82.5,,,82.5,1,64.97
1559,26,Eric Lumpkin,M,Raw,,DT - M50/54,74.21,75,,,,132.5,,,132.5,1,95.12
1560,26,Roger Walsh,M,Raw,,DT - S33/39,88.9,90,,,,147.5,,,147.5,1,94.76
1561,26,Steven Hauger,M,Raw,,NT - M40/44,96.98,100,,,,,,,,DQ,
1562,26,Steadman Mathis,M,Raw,,DT - M60/64,104.96,110,,,,170.0,,,170.0,1,101.6
1563,26,Jerry Huhn,M,Raw,,DT - M75+,102.51,110,,,,105.0,,,105.0,1,63.29
1564,26,Steadman Mathis,M,Raw,,NT - M60/64,104.96,110,,,,170.0,,,170.0,1,101.6
1565,26,Brandon Love,M,Raw,,NT - Open,101.88,110,,,,,,,,DQ,
1566,26,Steven Hauger,M,Raw,,NT - Open,110.59,125,,,,,,,,DQ,
1567,26,Jared Gochenour,M,Raw,,NT - S33/39,137.89,140,,,,215.0,,,215.0,1,120.42
1568,26,Ben Crutcher,M,Raw,,DT - Open,178.26,140+,,,,200.0,,,200.0,1,107.8
1569,26,Timothy Olsen,M,Raw,,NT - M50/54,149.96,140+,,,,167.5,,,167.5,1,92.68
1570,26,Eric Lumpkin,M,Raw,,DT - M50/54,74.21,75,,,,,,202.5,202.5,1,145.37
1571,26,Timothy Hilgers,M,Raw,,DT - M55/59,98.25,100,,,,,,200.0,200.0,1,122.6
1572,26,Jordan Hall,M,Raw,,DT - Open,96.71,100,,,,,,205.0,205.0,1,126.51
1573,26,Charlie Martin,M,Raw,,DT – Teen 13-15,71.21,75,,,,,,200.0,200.0,1,147.95
1574,26,Shellie Corona,F,Raw,,DT – Open,108.05,90+,,,,,,152.5,152.5,1,124.48
1575,27,Michael Ludwig,M,Wraps,23.0,Junior,87.09,90,,226.8,,149.69,,240.4,616.89,1,400.68
1576,27,Michael Ludwig,M,Wraps,23.0,Open,87.09,90,,226.8,-154.22,149.69,,240.4,616.89,1,400.68
1577,27,Zack Shoebottom,M,Wraps,24.0,Open,108.41,110,,272.16,,192.78,,290.3,755.23,1,446.48
1578,27,Reed Rickenbac,M,Wraps,19.0,Teenage III,89.81,90,,204.12,,131.54,,260.82,596.47,1,381.19
1579,27,Michael Cook,M,Wraps,36.0,Military (Air Force),95.25,100,,138.35,,113.4,,206.38,458.13,1,284.63
1580,27,Chad Tucker,M,Wraps,20.0,Police/Fire,68.95,75,,181.44,,104.33,,199.58,485.34,1,367.98
1581,27,Cody Brady,M,Wraps,24.0,Open,99.34,100,,260.82,,170.1,,249.48,680.39,1,415.18
1582,27,Jarred Quintero,M,Wraps,26.0,Open,108.41,110,,272.16,,181.44,,290.3,743.89,2,439.78
1583,27,Wesley Smith,M,Wraps,46.0,Master I,121.56,125,,231.33,,158.76,,258.55,648.64,1,371.82
1584,27,Jerry Fortune,M,Wraps,36.0,Submaster,58.97,60,,136.08,111.13,108.86,195.04,190.51,435.45,1,377.35
1585,27,Michael Cook,M,Wraps,36.0,Submaster,95.25,100,,138.35,,113.4,,206.38,458.13,1,284.63
1586,27,Chad Tucker,M,Wraps,20.0,Junior,68.95,75,,181.44,,104.33,-278.96,199.58,485.34,1,367.98
1587,27,Cody Coffey,M,Raw,29.0,Open,88.9,90,,,185.97,179.17,,258.55,437.72,1,281.21
1588,27,Zack Shoebottom,M,Raw,24.0,Open,108.41,110,,,,192.78,,290.3,483.08,1,285.59
1589,27,Isaac Bolton,M,Raw,16.0,Special Olympics,73.48,75,,,,52.16,,90.72,142.88,1,103.29
1590,27,James Ludwig,M,Multi-ply,46.0,Police/Fire,98.88,100,,,,167.83,,208.65,376.48,1,230.17
1591,27,Zack Barker,M,Raw,24.0,Open,104.33,110,,,,167.83,,276.69,444.52,2,266.23
1592,27,Jordon Moore,M,Raw,24.0,Open,103.87,110,,,,174.63,,265.35,439.98,3,263.93
1593,27,Trey Francis,M,Raw,24.0,Open,127.91,140,,,,172.37,,226.8,399.16,1,226.44
1594,27,Roger Walters,M,Raw,55.0,Master II,106.14,110,,,,181.44,,272.16,453.59,1,270.03
1595,27,Chris Hart,M,Raw,39.0,Submaster,112.49,125,,,-181.44,167.83,226.8,217.72,385.55,1,225.39
1596,27,Kyle Williams,M,Raw,23.0,Junior,107.95,110,,,,183.7,278.96,274.42,458.13,1,271.21
1597,27,Connor Vanoven,M,Raw,16.0,Teenage II,96.16,100,,,,108.86,,197.31,306.17,1,189.42
1598,27,Bradley Black,M,Raw,15.0,Teenage I,150.14,140+,,,,108.86,,185.97,294.84,1,163.11
1599,27,James Ludwig,M,Multi-ply,46.0,Master I,98.88,100,,,,167.83,,208.65,376.48,1,230.17
1600,27,Calvin Wren,M,Raw,33.0,Open,108.86,110,,,,195.04,,,195.04,1,115.15
1601,27,Raymond Mace,M,Raw,60.0,Master III,87.09,90,,,,129.27,,,129.27,1,83.96
